diseaseLabel,disease,symptomsLabel,symptoms,treatmentLabel,treatment,differentFromLabel,differentFrom,riskLabel,risk,causeLabel,cause,diagnosisLabel,diagnosis,icd9,icd10,umls,mesh,nci,link,description,alsoKnownAs
Q1410808,Q1410808, , , , , , , , , , , , , ,D24,"C0178421,C0206650,C0346158,C1333137",D018226,"C3744,C4276,C5194", , , 
Q1410864,Q1410864, , , , , , , , , , , , ,733.29, ,C0259779,D005357,C34609, , , 
histiozitosi,Q1411740, , ,"binblastina,etoposido","Q282629,Q418817", , , , , , , , , , ,C0019618,D015614,C3106, ,"Ehunetan ohikoa dena baino histiozito gehiago agertzea, hainbat gaixotasunen adierazle izan daiteke", 
siderosi,Q1413860, , , , , , , , , , , , , ,J63.4,C0037061,D012806, , ,Ehunetan burdin partikulak infiltratu edo metatzea, 
Q1414480,Q1414480, , , , , , , , , , , , , ,N47.2,C0030483,D010263,C34893, , , 
Tumore onbera,Q1417240, , , , , , , , , , , , , , ,C0086692, , ,https://eu.wikipedia.org/wiki/Tumore_onbera, , 
Q1418225,Q1418225, , , , , , , , , , , , , , , , , , , , 
neurofibroma,Q1418735, , , , , , , , , , , , , , ,C0027830,D009455,C3272, ,"Tumore anizkoitza, nerbio periferikoei eragiten diena eta neurofibromatosietan oinarrizko ezaugarria dena", 
Q1419225,Q1419225, , , , , , , , , , , , ,"383.2,383.20,383.21,383.22","H70.2,H70.20,H70.209,H70.21,H70.219,H70.22,H70.229","C0155448,C0155449,C0155450",D059270, , , , 
Q1419261,Q1419261, , , , , , , , , , , , , ,Q78.4, , , , , , 
Niemann-Pick-en gaixotasun,Q1419931, , , , ,Picken gaixotasun,Q18576, , , , , , , ,"E75.24,E75.249",C0028064,D009542,C61269, , , 
Flebitis,Q1423167,hantura,Q101991,Q27077698,Q27077698, , , , , , , , , ,I80,C0031542,D010689,C38003,https://eu.wikipedia.org/wiki/Flebitis, , 
Q1424106,Q1424106, , , , , , , , , , , , ,583.89,N12,"C0027707,C0041349,C4025732",D009395,C26834, , , 
dakrioadenitis,Q1424488, , , , , , , , , , , , ,"375.0,375.00","H04.0,H04.00",C0155223,D003607,C26971, ,Malko-guruinaren hantura, 
Q1424612,Q1424612, , , , , , , , , , , , ,560.0,K56.1,C0021933,D007443,C113484, , , 
Sindrome neuroleptiko gaizto,Q1424956, , ,"Q421274,bromokriptina","Q413581,Q421274", , , , ,Neuroleptiko,Q208144, , ,333.92,G21.0,C0027849,D009459,C94829,https://eu.wikipedia.org/wiki/Sindrome_neuroleptiko_gaizto, , 
leukoplasia iletsu,Q1425185, , , , , , , , , , , , ,528.6,K13.3,C0206186,D017733,C3722,https://eu.wikipedia.org/wiki/Leukoplasia_iletsu,Epstein-Barr birusak eragindako ahoko mukosaren hazkundea, 
Q1427032,Q1427032, , , , , , , , , , , , , , ,C0024441, ,C34795, , , 
Q1427959,Q1427959, , , , , , , , , , , , ,520.3,K00.3,C0026618,D009050,C85059, , , 
Q1428132,Q1428132,"Astenia,buruko min,konbultsio","Q633403,Q852376,Q86",Q2750727,Q2750727, , , , ,hiperkoagulazio,Q1570013,"Erresonantzia magnetiko bidezko irudigintza,ordenagailu bidezko tomografia axiala","Q161238,Q32566", , ,C0037198,D012851, , , , 
Q1428695,Q1428695, , ,Q4095199,Q4095199, , , , , , , , , , , , , , , , 
Timoma,Q1429863, , , , , , , , , , , , , , ,"C0040100,CL371354",D013945,"C3411,C7612",https://eu.wikipedia.org/wiki/Timoma, , 
Q1431371,Q1431371,Q5621038,Q5621038, , , , , , , , , , ,705.22,L74.52,C0038994, , , , , 
miositis,Q1433212, , , , , , , , , , , , , ,"G72.49,M60,M60.9",C0027121,D009220,C27578, ,Muskulu-hanturen zine generikoa, 
Q1434446,Q1434446, , , , , , , , , , , , ,587,"I12,N26.9",C0027719,D009400, , , , 
Q1434575,Q1434575, , , , , , , , , , , , ,"608.2,608.20","N44.0,N44.00,N44.02",C0037856,D013086,C26885, , , 
Neutropenia,Q1435822, , ,"B anfoterizina,Bankomizina,Filgrastim,Q1592932,Q2552927,Q411229,Zeftazidima,Ziprofloxazino","Q1592932,Q2552927,Q256602,Q3151081,Q411229,Q412223,Q424027,Q808845", , , , , , , , ,"288.0,288.00","D70,D70.9",C0027947,D009503,C80520,https://eu.wikipedia.org/wiki/Neutropenia,Globulu zuri mota baten (neutrofilo polinuklearren) kopuru absolutua gutxitzea, 
Q1436558,Q1436558, , , , , , , , , , , , ,474.12,J35.2,C0149825, , , , , 
Q1437103,Q1437103, , , , ,Q467056,Q467056, , , , , , , , ,C0263639, ,C7752, , , 
Q1446169,Q1446169, , ,"prednisolona,prednisona","Q11426176,Q424972", , , , , , , , , , ,C0009326,D003095,C27204, , , 
Q1456558,Q1456558,hantura,Q101991, , ,Q9385974,Q9385974, , , , , , , ,K13.0,C0221237, ,C112198, , , 
Q1459821,Q1459821, , , , , , , , , , , , , ,Q04.2,C0079541,D016142,C74988, , , 
Q1464888,Q1464888, , , , , , , , , , , , , ,"H18.5,H18.51","C0016781,C2750447",D005642,C84721, , , 
Prinzmetalen angina,Q1469637,bularreko min,Q693058,Q3221044,Q3221044, , , , ,Q2849606,Q2849606, , ,413.1, , ,D000788,C66915,https://eu.wikipedia.org/wiki/Prinzmetalen_angina, , 
Q1470530,Q1470530, , , , , , , , , , , , , ,G47.21, , , , , , 
Aldez aurreko karen,Q1471410, , , , , , , , , , , , , ,"O44,O44.0",C0032046,D010923,C26858,https://eu.wikipedia.org/wiki/Aldez_aurreko_karen, , 
Q1474591,Q1474591, , , , , , , , , , , , ,536.8, ,C0013396, , , , , 
Q1474877,Q1474877, , ,"EDTA,Q218507,Q2758338,Q28852343,Q3906700,Q408283,Q4321582,Q627499,prednisona","Q218507,Q2758338,Q28852343,Q3906700,Q408032,Q408283,Q424972,Q4321582,Q627499", , , , , , , , ,275.42,E83.52,C0020437,D006934,C3112, , , 
Teniasi,Q1475667, , , , , , , , ,infekzio,Q166231, , ,123.2,B68.1,C0152073,D013622, ,https://eu.wikipedia.org/wiki/Teniasi,Taenia solium edo txerri-teniaren larbak (Cysticercus cellulosae) eragindako gaixotasuna., 
Q1477777,Q1477777, , , , , , , , , , , , ,756.53,Q78.8,C0029455,D010023,C84985, , , 
larruazaleko porfiria berantiar,Q1479497, , ,Hidroxiklorokina,Q421094, , , , , , , , , ,E80.1,C0162566,D017119,C27725,https://eu.wikipedia.org/wiki/Larruazaleko_porfiria_berantiar, , 
Q1482034,Q1482034, , , , , , , , ,Q1482034,Q1482034, , , , , ,D003130,C34498, , , 
Q1484537,Q1484537, , , , , , , , ,infekzio,Q166231, , , , , ,D009175, , , , 
Q1484679,Q1484679, , , , , , , , , , , , , , ,C0267211,D020252,C84724, , , 
Q1486140,Q1486140, , , , , , , , , , , , , , ,"C0018414,C0156372",D006175,C84743, , , 
Q1493513,Q1493513, , , , , , , , , , , , , ,"E75.0,E75.1,E75.10",C0017083,D005733, , , , 
Q1500373,Q1500373, , , , , , , , , , , , , ,E87.2,"C0001125,C0347959",D000140,C98969, , , 
Q1501239,Q1501239, , ,Q421052,Q421052, , , , , , , , , , ,"C0021670,C0022134",D007340,"C3140,C65184,C95598", , , 
polineuropatia,Q1502312, , , , , , , , , , , , , ,"A69.22,G62.9",C0152025,D011115,C26951, , , 
Q1504713,Q1504713, , , , , , , , , , , , , , ,C0023269,D007890,C3158, , , 
Q1507609,Q1507609, , , , , , , , , , , , ,270.2,E70.29,C0028817,D009794,C84938, , , 
Q1511436,Q1511436, , , , , , , , , , , , , , ,C0234501, , , , , 
Q1514476,Q1514476,Q4732121,Q4732121, , , , , , , , , , ,702.8,L98.2,C0085077,D016463, , , , 
Q1515163,Q1515163, , , , , , , , , , , , ,706.1,M86.3,C0263859,D020083,"C119049,C84530", , , 
Q1518637,Q1518637,Q18557427,Q18557427, , , , , , , , , , , , ,C0011993,D003969,C26749, , , 
Q1521567,Q1521567, , , , , , , , , , , , ,756.72,Q79.2,"C0795690,C1306503", ,C98997, , , 
Q1522871,Q1522871, , , , , , , , , , , , ,726.11,"M65.2,M75.3",C0158303, , , , , 
Q1523735,Q1523735, , , , , , , , , , , , , ,C71.9, , , , , , 
Q1524940,Q1524940, , ,Q415588,Q415588, , , , , , , , , ,C71.7,"C0346289,C0431109",C562943,"C4533,C4715", , , 
Q1526459,Q1526459, , ,"Gammaglobulina,Q348260,Q418611,Sulfopiridina,Talidomida,prednisolona","Q11426176,Q203174,Q348260,Q3976827,Q415264,Q418611", , , , , , , , ,686.01,L88,C0085652,D017511, , , , 
Q1527711,Q1527711, , , , , , , , , , , , ,275.49, ,"C0027709,C4280679",D009397,C84918, , , 
Q1529258,Q1529258, , , , , , , , , , , , , ,D69.1,"C0040015,C0151854,C4020863,C4021767",D013915,C61249, , , 
Q1531322,Q1531322,"Ahultasun muskular,Q2844600","Q270421,Q2844600", , , , , , ,Mutazio,Q42918,"Elektromiografia,Erresonantzia magnetiko bidezko irudigintza,Q2094702,Q285223,Q90834779","Q161238,Q2094702,Q285223,Q507369,Q90834779", ,G71.0,C0686353,D049288,C84828, , , 
Q1531331,Q1531331, , , , , , , , , , , , , ,G71.0,C3150786, , , , , 
Q1531482,Q1531482, , , , , , , , , , , , , ,C71.0,C0334576, ,C4318, , , 
Q1532243,Q1532243, , , , , , , , , , , , , , ,C0242380, , , , , 
Q1532790,Q1532790, , , , , , , , , , , , ,732.0,"M42.0,M42.00",C0036310,D012544,C34999, , , 
Q1538490,Q1538490, , , , , , , , , , , , ,580.0, ,"C0341692,C0403414", ,C35443, , , 
tronbozitosi,Q1542410, , ,"Q15211075,Q212272,Q408163,Q7383611,kloranbuzil","Q15211075,Q212272,Q408163,Q415939,Q7383611", , , , , , , , ,289.9, ,"C0836924,C0857460",D013922,C35530,https://eu.wikipedia.org/wiki/Tronbozitosi,gaixotasun hematologikoa, 
bulbitis,Q1542466,hantura,Q101991, , , , , , , , , , , ,N76.2,C0042996,D014847, ,https://eu.wikipedia.org/wiki/Bulbitis,Bulbaren hantura, 
Q1545572,Q1545572, , , , , , , , , , , , ,289.59,D73.5,C0037998,D013159, , , , 
linfangioma,Q1545750, , , , ,Q6708268,Q6708268, , , , , , ,228.1,D18.1,"C0024221,C0398368",D008202,C8965, ,Linfa-hodi zabalduen pilaketaz eratutako tumore onbera, 
Q1546498,Q1546498, , , , , , , , , , , , ,571.8, ,C0400966,D065626,C84444, , , 
Q1547640,Q1547640, , , , , , , , , , ,Q7900632,Q7900632,277.89, ,"C1263739,C1829844", ,C101334, , , 
hemoglobinuria,Q1553850, , , , , , , , , , , , ,791.2,R82.3,C0019048,D006456,C34677, ,Gernuan hemoglobina edukitzea, 
Q1558317,Q1558317, , , , , , , , , , , , ,333.84, ,C0154676, , , , , 
HELLP sindrome,Q1563513, , , , , , , , , , , , , ,O14.2,C0162739,D017359,C84750, , , 
Q1569573,Q1569573, , , , , , , , , , , , ,"417.8,573.5",K76.81,C0600452,D020065, , , , 
Q1571398,Q1571398,"bertigo,goragale,nistagmo,oka","Q10686316,Q127076,Q186889,Q220989", , , , , , ,Herpes,Q6473911,"Q1729215,Q551875,miaketa fisiko","Q1729215,Q551875,Q835153","078.81,386.12","A88.1,H81.2,H81.20",C0751908,D020338, , , , 
Q1572384,Q1572384, , ,"Q2823312,Q627499","Q2823312,Q627499",Paget-en hezur-gaixotasun,Q2035074, , , , , , , , ,C1368019,D010144,C7073, , , 
Q1573307,Q1573307, , ,Tiamina,Q83187, , , , , , , , ,265.1,E51.2,C0043121,D014899, , , , 
Q1574609,Q1574609, , , , , , , , , , , , , , ,"C0241908,C0403440",C562476, , , , 
Q1576205,Q1576205, , ,Klopidogrel,Q410237, , , , , , , , ,433.10, ,C0007282,D016893,C95804, , , 
Q1585753,Q1585753, , , , , , , , , , , , ,"598.8,598.9", ,"C0029752,C0041974",D014525,C79821, , , 
Litiasi,Q1585769, , , , , , , , , , , , ,"594,594.8,594.9","N21,N21.9",C0156264,D052878,C114688, , , 
Q1598200,Q1598200, , , , , , , , , , , , , , , , ,C28228, , , 
Q1613670,Q1613670,Q4732121,Q4732121, , , , , , , , , , , , ,"C0151436,C4049638", ,C35119, , , 
Q1615557,Q1615557, , , , , , , , , , , , ,272.8,E88.2,C0001529,D000274,C84540, , , 
Q1617386,Q1617386, , , , , , , , , , , , ,709.8, ,C0206672,D018251,C3760, , , 
Q1618019,Q1618019, , , , , , , , , , , , ,705.82,L75.2,C0016632,D005588,C84716, , , 
Q1620444,Q1620444, , , , , , , , , , , , , , ,C0018931,D006398, , , , 
Q1621830,Q1621830,hantura,Q101991,"Q1996249,Q408524,Q411648,Q412323,Q420553,Q4567614,metilprednisolona,prednisona","Q1996249,Q408524,Q411648,Q412323,Q417222,Q420553,Q424972,Q4567614", , , , , , , , , , ,C0024143,D008181,C34789, , , 
keratokonjuntibitis,Q1623006, , ,"Q27271585,Q6666510","Q27271585,Q6666510", , , , , , , , ,"370.40,370.49,370.8","H16.2,H16.20",C0022573,D007637,C34744, ,Kornearen eta konjuntibaren aldibereko hantura, 
korneako ultzera,Q1628473, , ,"Q2022983,Q27160153,ofloxazino","Q2022983,Q27160153,Q411447", , , , , , , , ,"370.0,370.00","H16.0,H16.00",C0010043,D003320,C50515,https://eu.wikipedia.org/wiki/Korneako_ultzera, , 
Q1632552,Q1632552, , , , , , , , , , , , ,733.99,"M89.3,M89.30",C0020492,D015576,C34712, , , 
telangiektasia,Q1634800, , , , , , , , , , , , , , ,"C0039446,C1138421",D013684,C28194, ,"Hodi terminalak, bereziki kapilarrak, zabaltzeak sorrarazten duen gaixotasuna", 
entzefalomielitis,Q1634879, , , , , , , , , , , , ,323.9, ,C0014070,D004679,C34580, ,Entzefalo eta ornomuineko hantura, 
hipopion,Q1638140, , , , , , , , , , , , ,364.05,H20.05,C0020641, ,C50593, ,Begiaren aurrealdeko ganberan gertatzen den zorne-pilaketa, 
Q1640292,Q1640292, , , , , , , , , , , , ,474.01,J35.02,C0396023, , , , , 
Q1640324,Q1640324, , , , , , , , , , , , ,"743.2,743.20",Q15.0,"C0020302,C0423221",D006871,C50648, , , 
Q1641042,Q1641042, , , , , , , , , , , , ,728.5,M35.7,"C0086437,C0152093,C0158359", , , , , 
Q1641062,Q1641062, , ,"Q15628111,Q409251,Q421317,Q904153","Q15628111,Q409251,Q421317,Q904153", , , , , , , , , , ,"C0085681,C0553706",D054559,C113750, , , 
Q1641132,Q1641132, , ,"Captopril,Diazoxido,Hidralazina,Minoxidil,Q2357007,Q3332124,Q419824,Q420360,Q422185,Q958087","Q2357007,Q3332124,Q419824,Q419987,Q420009,Q420360,Q421119,Q422185,Q424165,Q958087", , , , , , , , , , ,C0020540,D006974,C3118, , , 
Q1641153,Q1641153,hatz-hipokratismo,Q1340669, , , , , , , , , , ,731.2,M89.4,C0029412,D010005, , , , 
Q1641171,Q1641171,goragale,Q186889, , , , , , , , , , ,278.4,E67.3,C1442839, , , , , 
Q1641384,Q1641384, , , , , , , , , , , , , , ,C0085682,D017674,C37977, , , 
hemoglobinopatia,Q1642147,Q77836916,Q77836916, , , , , , , , , , ,282.7,"D56.0,D56.1,D56.2,D56.3,D56.4,D56.8,D56.9,D57.0,D57.1,D57.2,D57.3,D57.8,D58.0,D58.1,D58.2,D58.8,D58.9",C0019045,D006453,C3092, ,"Hemoglobinaren anomalia hereditario batek sortutako eritasuna, anemia handia, hezurretako mina eta sabelaldeko krisiak eragiten dituena", 
Q1642170,Q1642170, , , , , , , , , , , , , ,D76.1,C0024291,D051359,C34792, , , 
Q1648128,Q1648128,"aurpegiko paralisi,bertigo,paralisi,tinnitus","Q10686316,Q107231,Q192309,Q7562539", , ,Ramsay-Hunt-Syndrom,Q2697371, , , , , , ,"053.11,351.8",B02.21,C0017409,D016697,C84763, , , 
Q1670952,Q1670952, , , , , , , , , , , , , ,H49.0,C0028866,D015840,C27597, , , 
Q1688222,Q1688222, , , , , , , , , , , , , , , , , , , , 
Q1691351,Q1691351, , , , , , , , , , , , ,272.8,E88.2,C0023801,D008068,C3193, , , 
Q1704044,Q1704044, , , , , , , , , , , , ,452,I81,C0155773, ,C78565, , , 
Q1712331,Q1712331, , , , , , , , , , , , , , ,C0035404,D012203,C113150, , , 
Q1713499,Q1713499, , , , , , , , ,Q661015,Q661015, , , , ,C0025164, ,C34811, , , 
Q1723331,Q1723331, , , , , , , , , , , , ,378.56, ,"C0029089,C0155338,C0751401",D009886,C79697, , , 
Q1736456,Q1736456, , , , , , , , , , , , ,235.5,E16.8,C0037661,D013005,C3379, , , 
Q1737261,Q1737261, , , , , , , , , , , , , ,D18.0,C0018920,D006392,C3086, , , 
Q1746841,Q1746841, , , , , , , , , , , , , , ,C0474740, ,C5414, , , 
Q1749931,Q1749931, , , , , , , , , , , , ,171.9, ,C1306573, ,C9150, , , 
Q1750104,Q1750104, , , , , , , , ,infekzio,Q166231, , , ,A44.0,"C0029307,C0348974", ,C128441, , , 
Pancoasten tumore,Q1750884, , , , , , , , , , , , , , ,"C0030271,C0549471",D010178,"C55815,C7527",https://eu.wikipedia.org/wiki/Pancoasten_tumore, , 
Q1752571,Q1752571, , ,"Q348922,Q416451,Q420056,Q425681,Q5251502,Q7227206,Q7383611,Talidomida","Q203174,Q348922,Q416451,Q420056,Q425681,Q5251502,Q7227206,Q7383611", , , , , , , , ,"238.76,289.83","D47.4,D75.81","C0001815,C0026987",D055728,"C2862,C3248", , , 
megakolon,Q1754226, , , , , , , , , , , , ,564.7,"K59.3,K59.39",C0025160,D008531,C34810,https://eu.wikipedia.org/wiki/Megakolon,"Kolona ohi ez den moduan zabaltzea, eskuarki idorreria kronikoa dakarrena", 
Q1754830,Q1754830, , , , , , , , ,Latex,Q244680, , ,"989.82,995.3,V15.07", , ,D020315, , , , 
Q1755122,Q1755122, , ,Q907853,Q907853, , , , , , , , , ,G31.9,C0524851,D019636,C27090, , , 
Q1755457,Q1755457, , , , , , , , , , , , ,726.64,"M76.5,M76.50",C0158317, , , , , 
Q1755487,Q1755487, , , , , , , , ,Q21262209,Q21262209, , ,"774.5,774.6",P59.9,"C0022353,C1859236",D007567,C99246, , , 
Q1756640,Q1756640, , , , , , , , , , , , ,527.6,K11.6,"C0026686,C2242813",D011900,"C127828,C27649", , , 
Q1756898,Q1756898, , , , , , , , , , , , ,358.3,"G70.80,G73.1",C0022972,D015624,C3155, , , 
Q1757359,Q1757359, , , , ,Q2938099,Q2938099, , , , , , ,306.2, ,C0027821,D009449, , , , 
panzitopenia,Q1757427, , , , , , , , , , , , ,"284.1,284.89",D61.81,C0030312,D010198,"C34889,C80693", ,Odoleko osagai guztien kantitatea ohi baino txikiagoa izatea, 
Q1758283,Q1758283, , , , , , , , , , , , ,426.81,I45.6,"C0024054,C1862387",D008151, , , , 
gaixotasun metaboliko,Q1758393, , ,B8 bitamina,Q181354, , , , , , , , , , ,C0025521,D008661,C34816,https://eu.wikipedia.org/wiki/Gaixotasun_metaboliko, ,desorden metabolikoa
Q1759514,Q1759514, , , , , , , , , , , , ,117.4, ,C2350621, , , , , 
Q1760202,Q1760202, , , , , , , , , , , , , , ,C1510502,D018249,C3759, , , 
Q1778287,Q1778287,Q4118092,Q4118092,"Q412323,Q419319,Q425681,Q425745,Q5908266,Q5984881,Talidomida","Q203174,Q412323,Q419319,Q425681,Q425745,Q5908266,Q5984881", , , , , , , , ,273.3,C88.0,"C0024419,C0334633,C2936755",D008258,"C115212,C3212,C80307", , , 
Q1778968,Q1778968, , , , , , , , , , , , ,"958.8,958.90",T79.A0,C0009492,D003161,C118422, , , 
Larruazaleko gaixotasun bakterianoa,Q1779300,hantura,Q101991,"Q27114267,Q410789,Q415343,Q6724151","Q27114267,Q410789,Q415343,Q6724151", , , , , , , , , , ,C0009782,D003240,C26729, , , 
Q1780241,Q1780241,bihotz-gutxiegitasun,Q181754, , , , , , , , , , , , ,C0040961,D014262,"C50842,C50843", , , 
Q1783645,Q1783645, , , , , , , , , , , , ,341.1,"G31.81,G37.0,G37.5","C0004712,C0007795,C0205710", ,"C35257,C84670", , , 
Q1783924,Q1783924, , ,"Q212272,Q238512,Q27032359,Q411461,Q412415,Q415588,Q420436,binblastina,metotrexato","Q212272,Q238512,Q27032359,Q282629,Q411461,Q412415,Q415588,Q420436,Q422232", , ,Q662860,Q662860, , , , , , ,C0018671, ,C3077, , , 
Q1785791,Q1785791, , , , , , , , , , , , , ,D48.0,C0206638,D018212,C121932, , , 
Q1786496,Q1786496, , , , , , , , , , , , ,755.55, ,C1510455,D000168,C34348, , , 
Q1786513,Q1786513, , , , , , , , , , , , , , ,C0010276,D003397,C2964, , , 
Q1786851,Q1786851, , , , , , , , , , , , ,"703.8,757.0",L60.5,C0221348,D056684,C85238, , , 
seminoma,Q1786953, , , , , , , , , , , , , , ,C0036631,D018239,C9309, ,Testikuluan sortzen den tumore gaiztoa. Testikuluan sortzen diren minbizien artean gaiztotasun txikiena duena da, 
Q1790371,Q1790371, , ,Q412323,Q412323, , , , , , , , ,273.2,D89.1,C0010403,D003449,C26736, , , 
Q1792224,Q1792224,letargia,Q15637420, , , , , , ,infekzio,Q166231, , , , , , , , , , 
Q1799146,Q1799146, , , , , , , , , , , , ,692.9,"L24,L24.9",C0162823,D017453,C27151, , , 
Q1807280,Q1807280, , , , , , , , , , , , , ,"D16.0,D16.1,D16.3,D16.4,D16.5,D16.6,D16.7,D16.8",C0029417,D018215,C3294, , , 
Baginako minbizi,Q1807522, , , , , , , , , , , , ,184.0,C52,"C0042237,C0042258,C0750081", ,"C3437,C7410",https://eu.wikipedia.org/wiki/Baginako_minbizi, , 
Q1813737,Q1813737, , ,"Q413299,Q414270,Q4689286,dexametasona,triamzinolona","Q1074056,Q413299,Q414270,Q422252,Q4689286", , , , , , , , , , ,C0271051,D008269,C35468, , , 
Q1815985,Q1815985, , , , , , , , , , , , ,335.23, ,C0033790,D020828,C129934, , , 
Q1816041,Q1816041, , , , , , , , , , , , , , ,C1514428, ,C40022, , , 
Q1821559,Q1821559, , , , , , , , , , , , ,330.0, ,C0023520, ,C61253, , , 
Q1826391,Q1826391, , , , , , , , , , , , ,"535.1,535.10,535.11",K29.4,"C0017154,C0156073",D005757,C7405, , , 
Liposarkoma,Q1827425, , , , , , , , , , , , , , ,C0023827,D008080,C3194,https://eu.wikipedia.org/wiki/Liposarkoma, , 
Q1859754,Q1859754, , , , , , , , , , , , , , , , , , , , 
Q1862031,Q1862031, , , , , , , , , , , , ,372.51,H11.15, ,D059407,C129468, , , 
Q1862805,Q1862805, , , , , , , , , , , , ,360.44,H44.53,C0152458, , , , , 
Q1868001,Q1868001, , , , , , , , , , , , ,239.89, ,C0948627, ,C35812, , , 
faszitis,Q1870975, , , , , , ,Q662860,Q662860, , , , ,729.4,M72.9,C0015645,D005208,C50559, , , 
Q1872670,Q1872670, , , , , , , , , , , , ,373.12,H00.02,C0085690, , , , , 
Trakeako minbizi,Q1875764, , , , , , , , , , , , ,162.0,C33,C0153489, ,C9346,https://eu.wikipedia.org/wiki/Trakeako_minbizi, , 
oligospermia,Q1876491, , , , , , , , , , , , ,606.1,"N46.1,N46.11",C0028960,D009845,C34860,https://eu.wikipedia.org/wiki/Oligospermia,"Semenean espermatozoide heldu gutxi izatea, ugalkortasuna murriztea dakar horrek", 
Bizarreko ezkabia,Q1887877, , , , , , , , , , , , , , , , , ,https://eu.wikipedia.org/wiki/Bizarreko_ezkabia, , 
Q1890194,Q1890194, , ,"manganeso,selenio","Q731,Q876", , , , ,malnutrizio,Q12167, , ,"269.8,269.9",E40.E46,C0011156,D003677, , , , 
Q1898104,Q1898104, , ,"Q408163,Q7553358","Q408163,Q7553358", , , , , , , , ,238.79,D47.1,C0282609,D009196,C35370, , , 
errabdomiosarkoma,Q1898141, , ,"Q186127,Q2298283,Q408524,Q416975,binkristina,etoposido","Q186127,Q2298283,Q408524,Q408977,Q416975,Q418817", , , , , , , , , , ,C0035412,D012208,C3359,https://eu.wikipedia.org/wiki/Errabdomiosarkoma, , 
Q1908194,Q1908194, , , , , , , , , , , , ,184.4,"C51,C51.9","C0042995,C0375071", ,"C3443,C7502", , , 
Q1918881,Q1918881, , , , , , , , , , , , ,770.1,"P24.0,P24.00,P24.01",C0025048,D008471,C87093, , , 
Q1934513,Q1934513, , ,Q407883,Q407883, , , , , , , , ,690.11,L21.0,C0221244, , , , , 
Conn-en sindrome,Q1939330, , ,Espironolaktona,Q422188,Q1640860,Q1640860, , , , , , ,255.12,"E26.0,E26.01",C1384514, ,C34510, , , 
Q1941101,Q1941101, , , , , , , , , , , , , ,D21,C0027086,D009214,C4882, , , 
Q2151786,Q2151786, , , , , , , , , , , , ,293.89, ,C0154334, , , , , 
Q2152449,Q2152449, , ,"Q2240116,Q27107089,Q3267092,Q3800087,Q3837481,Q416706,Q417654,Q419820,Q423437,Q6807292,Q7162004,Q771975","Q2240116,Q27107089,Q3267092,Q3800087,Q3837481,Q416706,Q417654,Q419820,Q423437,Q6807292,Q7162004,Q771975", , , , , , , , ,372.39, ,C0009769, ,C34507, , , 
Q2160802,Q2160802, , , , , , , , , , , , , ,N04,C3501848,C535761,C35337, , , 
Q2161046,Q2161046, , , , , , , , , , , , ,136.0,L94.6,C0001860,D000387,C84544, , , 
Sézaryren gaixotasun,Q2165399, , , , , , , , , , , , ,202.2,"C84.1,C84.10",C0036920,D012751,C3366,https://eu.wikipedia.org/wiki/S%C3%A9zaryren_gaixotasun,larruazaleko linfoma mota,Sézaryren sindrome
Q2166371,Q2166371, , ,hidrogeno peroxido,Q171877, , , , , , , , ,702.1,"L82,L82.1",C0022603,D017492,C9006, , , 
miliaria kristalino,Q2179162, , , , , , , , , , , , , ,L74.1,C3241961, , , , , 
